epoch,loss,epoch_time,avg_batch_time,samples_per_second,communication_overhead_percent,gpu_memory_gb,system_metrics
0,8.198783426868673,7.868621110916138,0.15684359414236887,3177.176743879242,1.344767398561017,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 3.9, 'memory_percent': 4.6, 'memory_used_gb': 9.418010711669922}"
1,4.429928054614943,7.204730749130249,0.14554579403935647,3469.942301871307,1.2607786434262471,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 9.427703857421875}"
2,2.5991854035124486,7.232616186141968,0.14615683166348203,3456.5638983997483,1.3091700070567915,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 9.435077667236328}"
3,1.9377384356090002,7.214019536972046,0.1457509118683484,3465.474396329858,1.270136309078168,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 9.420265197753906}"
4,1.3567516511800337,7.189891576766968,0.14535285988632513,3477.1038941371057,1.3447528364094266,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.439399719238281}"
5,0.8175487056070444,7.197620391845703,0.14540119560397402,3473.3701749987945,1.3076443949441225,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.421562194824219}"
6,0.41411903683020146,7.195485830307007,0.14535555547597456,3474.400560237548,1.3248163862029136,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 9.421581268310547}"
7,0.21114533318548787,7.308475732803345,0.14752314528640437,3420.685915093083,1.2426726815585436,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 9.457279205322266}"
8,0.1507923669961034,7.171453237533569,0.14493401683106713,3486.043786656285,1.3117997763829998,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.420753479003906}"
9,0.1282296503076748,7.190891981124878,0.1452594922513378,3476.620155833467,1.2986713144538335,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.418556213378906}"
10,0.11492186875975861,7.185940504074097,0.14522038673867985,3479.015723248217,2.0227103159455,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 9.437797546386719}"
11,0.10658233430312604,7.215069770812988,0.14570883342197963,3464.9699578973054,1.1845655142701719,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 9.417861938476562}"
12,0.10229421330957997,7.179252862930298,0.14507492221131615,3482.256507370873,1.332886396343758,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 9.416030883789062}"
13,0.09761066430685472,7.185620546340942,0.14520396991651885,3479.170635127746,1.2284139379481875,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.41748046875}"
14,0.09545858249980577,7.176575183868408,0.14495695853719906,3483.5557852435377,1.2842615369741075,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.41745376586914}"
15,0.09266666809515077,7.200916290283203,0.14545252858376018,3471.780394633192,1.2596402691710937,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 9.420001983642578}"
