epoch,loss,epoch_time,avg_batch_time,samples_per_second,communication_overhead_percent,gpu_memory_gb,system_metrics
0,9.274533195495605,4.626664638519287,0.17868614196777344,2701.7302909597715,2.957540758653775,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 3.8, 'memory_percent': 4.8, 'memory_used_gb': 9.453407287597656}"
1,7.3686799049377445,3.7154839038848877,0.14591111183166505,3364.299327721505,2.054604998954301,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.8, 'memory_used_gb': 9.451560974121094}"
2,5.521575813293457,3.723637580871582,0.14621365547180176,3356.9324963881577,3.3980561223142067,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.45208740234375}"
3,3.9913331699371337,3.722506523132324,0.14618453979492188,3357.952476999773,2.5425078614909964,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.450748443603516}"
4,2.948508005142212,3.719484567642212,0.1460534381866455,3360.6806998862676,2.5815585799860465,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.453376770019531}"
5,2.518538794517517,3.727210521697998,0.14634930610656738,3353.7145077347013,4.514281652269142,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.462669372558594}"
6,2.200690050125122,3.7236995697021484,0.14625523567199708,3356.876613168836,1.5857474812601697,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.465179443359375}"
7,1.9036094617843629,3.7309305667877197,0.1465665054321289,3350.370578126928,4.264605080118538,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.451061248779297}"
8,1.6196720266342164,3.738128662109375,0.14677111625671388,3343.9191450800467,3.903889873966759,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.4500732421875}"
9,1.389289517402649,3.725111961364746,0.14616253852844238,3355.603839467003,3.485416213182037,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.459640502929688}"
10,1.1319043684005736,3.725903034210205,0.1462251091003418,3354.89138746459,2.7667640571147194,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.461772918701172}"
11,0.8584496283531189,3.7292444705963135,0.14645475387573242,3351.885374787785,1.5604285471874446,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.5, 'memory_percent': 4.8, 'memory_used_gb': 9.450241088867188}"
12,0.6621548366546631,3.840108633041382,0.1507572364807129,3255.116246568251,1.392417616413679,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.9, 'memory_percent': 4.8, 'memory_used_gb': 9.39852523803711}"
13,0.45890046954154967,3.731289863586426,0.1463845729827881,3350.0479611587457,1.5495266790622206,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.404041290283203}"
14,0.3273236846923828,3.731661081314087,0.14646498680114747,3349.7147054946863,2.1672382360500153,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.396446228027344}"
15,0.2474540191888809,3.739010810852051,0.14666496276855467,3343.130210728512,2.449658361889511,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.397514343261719}"
16,0.19614308893680574,3.74017071723938,0.14668293952941894,3342.0934350361017,2.406460363314533,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.397777557373047}"
17,0.16301136761903762,3.7352054119110107,0.14643770217895508,3346.536166428591,3.5030915488811822,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.8, 'memory_used_gb': 9.395160675048828}"
18,0.15027189493179322,3.7280759811401367,0.1460932159423828,3352.9359549633414,1.7024632864060445,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.8, 'memory_used_gb': 9.39542007446289}"
19,0.1363251656293869,3.718742609024048,0.14581974983215332,3361.3512184648125,1.9994513152332276,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.8, 'memory_used_gb': 9.395683288574219}"
20,0.12395308136940003,3.7501587867736816,0.14711935997009276,3333.1921955107236,1.4183797818721724,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 8.8, 'memory_percent': 4.6, 'memory_used_gb': 8.84408187866211}"
21,0.1209698149561882,3.714432716369629,0.1457582187652588,3365.2514271996592,2.3056858706163803,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 8.84438705444336}"
22,0.11750216454267502,3.7167932987213135,0.1457693099975586,3363.1141135290923,1.5952340722948806,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 8.853477478027344}"
23,0.1089441004395485,3.723656415939331,0.1461472511291504,3356.9155162901206,2.3266969985602572,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.841785430908203}"
24,0.11075587511062622,3.7173078060150146,0.14592591285705567,3362.648629681303,1.5133417448176276,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 8.840167999267578}"
25,0.10864853233098984,3.7173118591308594,0.14587868690490724,3362.6449632672498,2.0889946528098173,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 8.840503692626953}"
26,0.10507680803537368,3.7345736026763916,0.1465447998046875,3347.1023281056355,3.960551265237913,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.840095520019531}"
27,0.09995042622089385,3.7198116779327393,0.14585063934326173,3360.3851706134737,2.6477446222227363,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 8.84112548828125}"
28,0.0995278000831604,3.725623846054077,0.146210412979126,3355.1427939348023,1.7196247176083188,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.6, 'memory_percent': 4.6, 'memory_used_gb': 8.838493347167969}"
29,0.09778253018856048,3.741642475128174,0.14628029823303224,3340.7788379278004,3.048280169154886,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 8.837226867675781}"
30,0.09413891136646271,3.7159297466278076,0.14565813064575195,3363.8956741159336,2.5916366654616545,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.854545593261719}"
31,0.08981933981180192,3.7130966186523438,0.1456282329559326,3366.4623584550927,1.977034770306486,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 4.6, 'memory_used_gb': 8.83492660522461}"
32,0.09114249557256698,3.7192227840423584,0.1459670829772949,3360.917246913068,2.6007931926059737,"{'allocated': 0.0361790657043457, 'reserved': 0.07421875, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 4.6, 'memory_used_gb': 8.838706970214844}"
