epoch,loss,epoch_time,avg_batch_time,samples_per_second,communication_overhead_percent,gpu_memory_gb,system_metrics
0,7.046737308502197,15.038761615753174,0.5955643558502197,831.185460570516,6.938572451937971,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.911251068115234}"
1,3.8753726291656494,14.295916318893433,0.568480224609375,874.3755713986689,0.2125737269836162,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.910358428955078}"
2,2.640848970413208,14.282051801681519,0.5679307746887207,875.2243846733768,0.044426218842413684,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.0, 'memory_percent': 4.6, 'memory_used_gb': 8.912738800048828}"
3,2.0299347257614135,14.524960994720459,0.5732502460479736,860.5875089470813,1.65957291977456,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.0, 'memory_percent': 4.6, 'memory_used_gb': 8.912834167480469}"
4,1.599656686782837,14.301887273788452,0.568129301071167,874.010524674542,1.8102958820600699,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.913551330566406}"
5,1.238698513507843,14.274255990982056,0.5676002120971679,875.7023839208878,0.42736556389615815,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.915943145751953}"
6,0.8877712965011597,14.39480996131897,0.5722831630706787,868.3685323800307,0.5515473489440119,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.919609069824219}"
7,0.6424137961864471,14.422128915786743,0.5732436466217041,866.7236351158432,0.185387902695595,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.923686981201172}"
8,0.39520140886306765,14.24278211593628,0.5659396362304687,877.6375218163116,1.865836580133562,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.0, 'memory_percent': 4.6, 'memory_used_gb': 8.917991638183594}"
9,0.24743543624877928,14.366996049880981,0.5694365215301513,870.0496580218348,1.4389121571850383,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.0, 'memory_percent': 4.6, 'memory_used_gb': 8.919677734375}"
10,0.18080580830574036,14.559108972549438,0.5740068244934082,858.5690253138569,2.3621822995156383,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.2, 'memory_percent': 4.6, 'memory_used_gb': 8.925251007080078}"
11,0.15004705339670182,14.382490634918213,0.5709704303741455,869.1123336908108,2.0745094590876696,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.926189422607422}"
12,0.13623630583286286,14.39689040184021,0.5696580028533935,868.2430477071806,2.1810267490891784,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.92337417602539}"
13,0.12920323878526688,14.614563703536987,0.5761540603637695,855.3111987171245,3.114227246757761,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.922416687011719}"
14,0.1214191859960556,14.360534191131592,0.5707102012634278,870.4411572460464,1.82823745965746,"{'allocated': 0.0934610366821289, 'reserved': 0.236328125, 'max_allocated': 0.18245744705200195}","{'cpu_percent': 4.1, 'memory_percent': 4.6, 'memory_used_gb': 8.924148559570312}"
