epoch,loss,epoch_time,avg_batch_time,samples_per_second,communication_overhead_percent,gpu_memory_gb,system_metrics
0,8.33121817452567,8.312949419021606,0.16644481736786512,3007.356202937462,4.854512592566867,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.75482177734375}"
1,4.7918413025992255,7.197643995285034,0.1452168250570492,3473.3587846768705,1.639531584745792,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.756633758544922}"
2,2.838218095351239,7.193230867385864,0.14511846522895658,3475.4897292884193,2.425317568945679,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.755130767822266}"
3,2.0395990026240445,7.211373805999756,0.14536957838097397,3466.745820220881,1.4210944641648322,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752037048339844}"
4,1.5683803388050623,7.203474283218384,0.14522090736700563,3470.5475465139643,1.513730834231906,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.753547668457031}"
5,1.0517224012588968,7.192911624908447,0.14511322975158691,3475.643981698191,1.4016841737118213,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.754081726074219}"
6,0.5949952304363251,7.197699546813965,0.14529779492592326,3473.3319774463434,1.5451006060555883,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.754684448242188}"
7,0.3163097899179069,7.321860074996948,0.14751745730030294,3414.4329096606534,1.4074866541720177,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.752777099609375}"
8,0.18953397201032054,7.191740274429321,0.14509732869206643,3476.2100751731887,1.9753019190296783,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 30.4, 'memory_used_gb': 8.751972198486328}"
9,0.14240451339556245,7.212786436080933,0.14546907191373865,3466.0668552365664,3.273721957713716,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752307891845703}"
10,0.12462055637520186,7.191550254821777,0.14501162937709264,3476.301925754888,1.5962127270797213,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752761840820312}"
11,0.11185933877618945,7.192039966583252,0.14501981345974668,3476.0652215725713,1.8784321811428368,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.750873565673828}"
12,0.10693848802118885,7.196685075759888,0.14513414246695383,3473.8215910274894,2.3176727361948637,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.753353118896484}"
13,0.10425722599029541,7.191582202911377,0.1450906870316486,3476.2864825322054,2.2843205840110063,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 30.4, 'memory_used_gb': 8.753734588623047}"
14,0.09865640271074917,7.2207372188568115,0.14555666884597468,3462.2503550901974,3.738397378987719,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.753990173339844}"
15,0.09556276989834649,7.197587728500366,0.14504791279228366,3473.3859374866984,1.833266559382312,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.755836486816406}"
16,0.09264293845210757,7.197408437728882,0.1451337094209632,3473.472461136118,1.7482714672978892,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.754592895507812}"
17,0.0901396998337337,7.193543434143066,0.14507306838522152,3475.33871573518,1.768872222146031,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.75368881225586}"
18,0.08665414853971831,7.209025144577026,0.1453535021567831,3467.8752672691394,2.608423074595171,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.753181457519531}"
19,0.0830849216756772,7.217136383056641,0.14555762252029109,3463.9777708360093,2.373758380322468,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.754505157470703}"
20,0.08159342963172465,7.206313371658325,0.14527978702467315,3469.180246632401,2.1765928902461678,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.75424575805664}"
21,0.07812964193979088,7.1988561153411865,0.1451733890844851,3472.773951784302,2.1952694661523817,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.753089904785156}"
22,0.07695666571356813,7.191280841827393,0.14501839267964267,3476.4321613737998,1.541932172760389,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.755088806152344}"
23,0.07378798784041891,7.2080090045928955,0.14533158711024693,3468.3641466138797,1.725526979000121,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.753398895263672}"
24,0.07239861269386447,7.203509092330933,0.14523580609535686,3470.530775981908,1.875474527510441,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 30.4, 'memory_used_gb': 8.754379272460938}"
25,0.0680697167254224,7.515570640563965,0.1499017063452273,3326.427385974781,1.607050223183823,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.4, 'memory_percent': 30.4, 'memory_used_gb': 8.752796173095703}"
26,0.0659573449924284,7.200338125228882,0.14513478473741181,3472.059167944326,1.811220164738105,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752593994140625}"
27,0.06365320314558184,7.196518898010254,0.14512814307699398,3473.901806457033,1.8515696830150135,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.1, 'memory_percent': 30.4, 'memory_used_gb': 8.752689361572266}"
28,0.06159958646309619,7.209673643112183,0.1453609174611617,3467.563337472833,2.4072192432347976,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752948760986328}"
29,0.06268684353147234,7.208244800567627,0.14537088725031638,3468.250689548075,2.3484928111341583,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.751365661621094}"
30,0.05987821420540615,7.203512907028198,0.1452186107635498,3470.5289381252355,2.6838404932982582,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.752681732177734}"
31,0.058139080675889035,7.206988096237183,0.14521792470192424,3468.8554589194714,1.6217487697557342,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.751750946044922}"
32,0.05488774446504457,7.194684028625488,0.14502607559671207,3474.787760036786,1.7207822243200246,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.75069808959961}"
33,0.05386275288705923,7.219680309295654,0.14539031106598524,3462.7572037797026,2.5318725164197,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.749748229980469}"
34,0.0532323844274696,7.213883399963379,0.14535824619993873,3465.5397951298896,2.5286718834007886,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.5, 'memory_percent': 30.4, 'memory_used_gb': 8.751113891601562}"
35,0.0491880579110311,7.215626001358032,0.14547142690541792,3464.7028539581765,2.1010999014509735,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.753517150878906}"
36,0.04826118356111098,7.1996986865997314,0.1450529974334094,3472.3675376207975,2.1838846313639224,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.751640319824219}"
37,0.04594745407147067,7.197465419769287,0.14512716993993643,3473.4449617961996,1.6492013692576968,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.3, 'memory_percent': 30.4, 'memory_used_gb': 8.751945495605469}"
38,0.04512220849188007,7.184876441955566,0.14488474690184303,3479.5309567210243,1.6436277724580817,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.751541137695312}"
39,0.04258593818058773,7.196659088134766,0.14509387892119738,3473.834135233369,1.75216461062382,"{'allocated': 0.036638736724853516, 'reserved': 0.06640625, 'max_allocated': 0.05955028533935547}","{'cpu_percent': 4.2, 'memory_percent': 30.4, 'memory_used_gb': 8.750667572021484}"
